Name,Location,Study Program,Sector,Rating,new_Rating,Cities
Govt College for Women Saifabad Distt Faisalabad,Govt College for Women Saifabad Distt Faisalabad,FA Fsc Pre-Medical FSc Pre-Engineering ICS FA General Science ICom,Public,0*,0*,Faisalabad
Govt Boys Degree College Kallur Kot Bhakkar,Near Railway Station Bhakkar,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Public,0*,0*,Bhakkar
Govt Institute of Commerce Chunian Kasur,Govt Institute of Commerce Chunian Kasur,Dcom FA FSc Pre-Engineering FSc Pre-Medical ICS Icom DBA,Public,0*,0*,Kasur
Govt College for women Bhalwal Sargodha,Govt College for women Bhalwal Sargodha,FSc Pre Medical Fsc Pre Engineering ICs Computer Science FA,Public,0*,0*,Sargodha
Govt Degree College For Women Noorpur Thal Khushab,Govt Degree College For Women Noorpur Thal Khushab,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom FA General Science ,Public,0*,0*,Khushab
Govt Degree College Women Thokar Niaz Baig Lahore,Govt Degree College Women Thokar Niaz Baig Lahore,ICS Icom FSc Pre Engineering FSc Pre Medical FA General Science,Public,0*,0*,Lahore
Govt College of Commerce Satiana Road Jaranwala Distt Faisalabad,Govt College of Commerce Satiana Road Jaranwala Distt Faisalabad,Dcom FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS IComDBA,Public,0*,0*,Faisalabad
Nexus College Abbottabad,1st Floor Siddiq Center Miandian Abbottabad,FA Fsc Pre Medical,Private,0*,0*,Abbottabad
PBF International College for Boys and Girls,"37, H-9/4, Islamabad",FSc Pre Medical FSc Pre Engineering ICS ICom FA,Private,5*,5*,Islamabad
Govt College for Women Chiniot,Chiniot,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom,Public,0*,0*,Chiniot
Govt Degree College Mustafabad Kasur,Govt Degree College Mustafabad Kasur,FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Public,0*,0*,Kasur
Aghosh Grammer School Lahore,"Aghosh Complex, Shah e Jilani Road, Baghdad Town, Lahore",FA FSc Pre Engineering FSc Pre Medical ICom ICS ,Private,5*,5*,Lahore
"Rana Model College, Lahore","230-A, III, Gulberg III, Opposite Hajvery University Campus, 7-UP Road, Lahore",FA Icom ICs Computer Science FSc Pre Engineering FSc Pre Medical FA General Science,Private,0*,0*,Lahore
Govt College for Women Sillanwali Sargodha,Govt College for Women Sillanwali Sargodha,FA Fsc Pre Medical FSc Pre Engineering ICs Computer Sciene ICom,Public,0*,0*,Sargodha
Govt Degree College For Women Daharanwala Haroonabad Bahawalnagar,Daharanwala Haroonabad Bahawalnagar,FA Fsc Pre Medical FSc Pre Engineering ICS ICom,Public,0*,0*,Bahawalnagar
Army Public School and College Dera Ismail Khan,Army Public School & College Dera Ismail Khan,FSc Pre Engineering Fsc Pre Medical ICs Computer Science,Private,0*,0*,Dera Ismail Khan
Government Degree College for Women dinga Gujrat,Moh Tasan Dinga Gujrat,FSc Pre Engineering Fsc pre Medical ICs Computer Science FSc General Science,Public,0*,0*,Gujrat
Sir Syed College of Education Kohat,Sir Syed College of Education Kohat,FSc Pre Medical Fsc Pre Engineering ICS ICom Fsc General Science,Private,0*,0*,Kohat
KRL Model College for Girls District Rawalpindi,"P. O. Sumbalgah, Teh Kahuta, District Rawalpindi, Tehsil Road, Kahuta",FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Private,0*,0*,Kahuta
Govt Post Graduate College of Commerce Bahawalnagar,Govt Post Graduate College of Commerce Bahawalnagar,Icom FA DCom,Public,4*,4*,Bahawalnagar
"Memon Commerce College, Karachi","Kashmir Hamir Street, Opp. Machi Miani Market, Kharadar, Karachi – 2",FA Icom ICS Computer Science Fsc Pre Engineering Fsc Pre Medical,Private,0*,0*,Karachi
The National School & College Islamabad,"The National School & College, Plot No.287, 288 & 106, Central Avenue, Main Market  Town, Islamabad",FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Private,0*,0*,Islamabad
Chitral Model Degree College,Chitral Model Degree College,FA FSc Pre Engineering FSc Pre Medical ICS,Public,0*,0*,Chitral
Punjab Group of Colleges Alipur Chatta,"Chenab Canal Fatehpur Road, Alipur Chatta, Dist. Gujranwala",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,0*,0*,Gujrawala
Government College Sheikhupura,"College Road, Sheikhupura",FA ICs Computer Science FSc Pre Engineering FSc Pre Medical ICom,Public,3.75*,4*,Sheikhupura
"Govt. Women College, Sialkot","Govt. Women College, Sialkot",FSc Pre Engineering Fsc Pre Medical ICs Computer Science ICom FA,Private,0*,0*,Sialkot
Government College For Women Makhdoom Rashid Multan,"Khan Pur Road, Multan",FA FA General Science FSc Pre Engineering FSc Pre Medical ICs Computer Science,Private,0*,0*,Multan
Govt College Of Commerce Jaranwala Faisalabad,Govt College Of Commerce Jaranwala Faisalabad,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS Icom DCom DBA,Public,0*,0*,Faisalabad
Govt College For Women Kot Radha Kishen Kasur,Govt College For Women Kot Radha Kishen Kasur,FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Public,0*,0*,Kasur
Govt Degree College For Women Eminabad Gujranwala,Govt Degree College For Women Eminabad Gujranwala,FA Fsc Pre-Engineering FSc Pre-Medical ICS,Public,0*,0*,Gujrawala
Govt Girls Degree College Mandan Bannu,Mandan Bannu,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,0*,0*,Bannu
Govt College Of Technology Nowshera,Govt College of Technology Nowshera,FSc in Pre Engineering,Private,0*,0*,Nowshera
"Kaizen College, Karachi","7C, Block 13D, Near Mochi More, Gulshan-e-Iqbal, Karachi",A-Level ICs Computer Science FSc Pre Engineering FSc Pre Medical FA,Private,0*,0*,Karachi
Govt Degree College Uch Sharif Bahawalpur,Govt Degree College Uch Sharif Bahawalpur,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science,Public,0*,0*,Bahawalpur
Cadet College Khushab,"Cadet College Khusab Khurra, Soon Sakaser District Khushab",FA FSc Pre Engineering FSc Pre Medical ICS Computer Science,Public,0*,0*,Khushab
Leeds Boys College,Near Arbab Niaz Cricket Stadium Faqire Abad Peshawar,FA FSc Pre Engineering Fsc Pre Medical ICs Computer Science FCs Computer Science,Private,5*,5*,Peshawar
Punjab Group of Colleges Mansehra,"New Balakot Bypass Near Chakia Chowk,Mansehra",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,0*,0*,Mansehra
Government Girls Degree College Zeryab Colony Peshawar,Government Girls Degree College Zeryab Colony Peshawar,FA FSc Pre Engineering FSc Pre Medical,Public,0*,0*,Peshawar
Balochistan College Of Business Management,"Opposite Chq Qwery Road, Quetta.",ICs Computer Science FSc Pre Engineering FSc Pre Medical FA,Private,0*,0*,Quetta
Govt College of Commerce Chichawatni,"GT Road, Chichawatni - 57200",FA Icom DCom,Private,0*,0*,Chichawatni
Govt Degree College for Women Kahna Nou Lahore,Govt Degree College For Women Kahna Nou Lahore,FA FSc Pre Engineering FSc Pre Medical ICS ICom,Public,0*,0*,Lahore
Govt Institute of Commerce Jand Attock,Govt Institute of Commerce Jand Attock,Dcom ICom,Private,3*,3*,Attock
Govt Degree College For Women Multan Khurd Chakwal,Chakwal,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science FA General Science,Public,1.25*,1*,Chakwal
Govt Degree College Rasulpur Sohawa Jhelum,Govt Degree College Rasulpur Sohawa Jhelum,FA Fsc Pre-Engineering FSc Pre-Medical,Public,0*,0*,Jehlum
Gandhara College of Education Takht Bhai Mardan,"Afzal Imam Colony, Dak'khana Road, Takht Bhai, Mardan",Icom ICs Computer Science FSc Pre Engineering FSc Pre Medical FA,Private,0*,0*,Mardan
Cast Metals & Foundry Technology Centre Sialkot,"Small Industries Estate, Daska, Sialkot.",Diploma in Associate Engineers in Mechanical Technology,Private,0*,0*,Sialkot
Govt Degree College For Women Kallur Kot Bhakkar,Kallur Kot Bhakkar,FA Fsc Pre Medical FSc Pre Engineering ICS Computer Science FA General Science,Public,0*,0*,Bhakkar
Dar e Arqam Girls College Gujranwala,"Main Road, Peoples Colony, Gujranwala.",FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,0*,0*,Gujrawala
"Govt. Institute of Commerce, Pakpattan",Inside Kharkhana Bazar Pakpattan,ICom,Private,0*,0*,Pakpattan
Govt Degree College For Women Rangpur Baghoor Noorpur Khushab,Rangpur Baghoor Noorpur Khushab,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science FA General Science,Public,0*,0*,Khushab
Punjab Group of Colleges Bahawalnagar,"Arifwala Bypass near Mohal Chowk, Bahawalnagar",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,0*,0*,Bahawalnagar
"Govt. Institute of Commerce, Kamalia, Toba Tek Singh","Near Chak No. 711/JB Tehsil, Kamalia",ICom,Private,0*,0*,Kamalia
Govt College of Commerce Shahdara More Lahore,Shahdrah More Lahore,DCom,Public,1*,1*,Lahore
Govt College Of Technology Rahim Yar Khan,Govt College of Technology Shahbazpur Road Rahim Yar Khan,DAE Electrical Technology DAE Mechanical Technology,Public,1*,1*,Rahim Yar Khan
Educational Partnership of Islamic and Contemporary Studies (EPIC) Lahore,"13-F Model Town, Link Road, Lahore",A Level,Private,0*,0*,Lahore
"College of Accountancy, Islamabad","108-Dossal Plaza, Blue Area, Islamabad",Icom FA ICs Computer Science FSc Pre Engineering FSc Pre Medical,Private,0*,0*,Islamabad
Govt Degree College Chawinda,Govt Degree College Chawinda,FA ICS Computer Seience ICom FSC Per Engineering FSc Per Medical,Public,5*,5*,Chawinda
Govt Commerce College Kabirwala Khanewal,Govt Commerce College Kabirwala Khanewal,Dcom FA FSc Pre Engineering FSc Pre Medical ICS Computer Science Icom DBA,Public,0*,0*,Khanewal
Govt College For Women Dinga Gujrat,Moh Tasan Dinga,FA Fsc Pre-Engineering FSc Pre-Medical ICS FA General Science,Public,0*,0*,Dinga
KRL Model College for Boys Rawalpindi,"KRL Model College for Boys, P.O. Sumbalgah, Kahuta, Rawalpindi",FSc Pre Engineering FSc Pre Medical ICs Computer Science FA FA General Science,Private,3*,3*,Rawalpindi
Govt College For Women Dijkot Faisalabad,Govt College For Women Dijkot Faisalabad,FA Icom ICS FSc Pre-Engineering FSc Pre-Medical FA General Science,Public,0*,0*,Faisalabad
Islamabad Model College for Boys I-10/1 Islamabad,"Islamabad Model College for Boys, I-10/1, Islamabad",FSc Pre-Engineering FSc Pre-Medical ICS FA FA General Science ICom,Private,0*,0*,Islamabad
Govt Degree College For Women Mureedwala Faisalabad,Govt Degree College For Women Mureedwala Faisalabad,Fsc Pre-Medical ICS FA General Science FA FSc Pre-Engineering ICom,Public,0*,0*,Faisalabad
Govt Boys Degree College Noorpur Thal Khushab,Noorpur Thal Khushab,FA FSc Pre-Engineering FSc Pre-Medical ICS FA General Science Icom,Public,0*,0*,Khushab
Govt Degree College Mamunkanjan Faisalabad,Govt Degree College Mamunkanjan Faisalabad,FA FSc Pre-Medical FSc Pre-Engineering FA General Science ICom ICS,Public,0*,0*,Faisalabad
Govt Degree College Boys Vehova Dera Ghazi Khan,Govt Degree College Boys Vehova Dera Ghazi Khan,FA Fsc Pre-Medical FSc Pre-Engineering,Public,0*,0*,Dera Ghazi Khan 
Hi-Aims College of Commerce And Management Satellite Town Sargodha,Hi Aims College of Commerce and Management 49-a Satellite Town Sargodha,FSc Pre-Medical FSc Pre-Engineering FA ICom ICS FA General Science,Private,0*,0*,Sargodha
Govt Degree College For Women Kot Qaisrani Dera Ghazi Khan,Govt Degree College For Women Kot Qaisrani Dera Ghazi Khan,FA Fsc Pre-Medical FSc Pre-Engineering,Public,0*,0*,Dera Ghazi Khan 
Burhan School and College Rawalpindi,"Burhan School and College, 33/B Bait-e-Sada Colony, Misrial Road, Rawalpindi",FSc Pre Medical Fsc Pre Engineering ICom ICS FA,Private,0*,0*,Rawalpindi
Govt Degree College For Women Miani Bhera Sargodha,Govt Degree College For Women Miani Bhera Sargodha,FA Fsc Pre Medical FA General Science FSc Pre Engineering ICs Computer Science ICom,Public,0*,0*,Sargodha
Govt Boys Degree College Jand Attock,"Kachehri road, Jand",ICS Computer Science Fsc Pre-Medical FSc Pre-Engineering FA ICom,Public,0*,0*,Jand
Govt College For Women Kot Momin Sargodha,Govt College For Women Kot Momin Sargodha,FSc Pre Medical Fsc Pre-Engineering ICs Computer Science FA General Science FA,Public,0*,0*,Sargodha
Khyber Institute Of Management And Technology Peshawar,"Gulabad Jamrud Road, Peshawar.",FSc Pre Engineering Fsc Pre Medical ICs Computer Science FCs Computer Science,Private,0*,0*,Peshawar
Govt Boys Degree College Naushera Khushab,Govt Boys Degree College Naushera Khushab,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom FA General Science,Public,0*,0*,Khushab
"Khushbakht Leadership College for Girls, Karachi",31-A Block 6 PECHS Main Sharah-e-Faisal (Near Parsa Tower) Karachi,FA FSc Pre Engineering FSc Pre Medical ICom ICS  Computer Science DCom,Private,0*,0*,Karachi
Lahore Girls College Pak AIMS Lahore,"6-A, Canal Park, Gulberg II, Lahore",FA FSc Pre Engineering FSc Pre Medical ICS,Private,0*,0*,Lahore
"Govt. Institute of Commerce, Shujabad, District Multan",Near Degree College Shujabad (Nag Shah Road),ICom,Private,0*,0*,Multan
Govt Boys Degree College Jalalpur Bhattian Hafizabad,Govt Boys Degree College Jalalpur Bhattian Hafizabad,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science FA General Science,Public,0*,0*,Hafizabad
Govt College of Commerce Mian Channu Khanewal,Mian Channu Khanewal,Dcom FA FSc Pre Engineering FSc Pre Medical ICS Computer Science Icom DBA,Public,0*,0*,Khanewal
Peshawar College of Physical Education,Qayyum Stadium Bara Road Peshawar Saddar,ICS FSC Pre Medical FSC Pre Engineering,Private,0*,0*,Peshawar
Govt Degree College For Women Bhagtanwala Sargodha,Govt Degree College For Women Bhagtanwala Sargodha,FA Icom ICS Computer Science Fsc Pre Engineering Fsc Pre Medical,Public,0*,0*,Sargodha
Govt Institute of Commerce Talagang Chakwal,Chakwal,DCom,Private,0*,0*,Chakwal
RITE College Boys Mardan,Mardan,FA Fsc Pre Medical ICS Computer Science FSc Pre Engineering ICom,Private,0*,0*,Mardan
Punjab Group of Colleges Lodhran,"Near Jalalpur Chowk,Jalalpur Peerwala Road,Lodhran",FA ICS Computer Science FSc Pre Engineering FSc Pre Medical ICom FA General Science,Private,0*,0*,Lodhran
Superior Science School & College Islamabad,"Superior Science School & College, Sarwar Road, Tauheed Abad, , Bahara Kau (F.A), Islamabad",FA ICs Computer Science FSc Pre Engineering FSc Pre Medical ICom,Private,0*,0*,Islamabad
Govt Chandu Begum Degree College For Women Kangan Pur Kasur,Govt Chandu Begum Degree College For Women Kangan Pur Kasur,FA Fsc Pre-Engineering FSc Pre-Medical,Public,0*,0*,Kasur
Raja Budhya Khan Govt Degree College Samahni AJK,"Samahni, District Bhimber, Azad Jammu & Kashmir",FA FSc Pre Medical FSc Pre Engreening,Public,0*,0*,Kashmir
Govt College Of Technology Dera Ismail Khan,Govt College of Technology Dera Ismail Khan,DAE Auto & Farm DAE Electrical Technology DAE Mechanical Technology DAE Civil Technology,Private,0*,0*,Dera Ismail Khan
Govt Boys Degree College Nowshera Virkan Gujranwala,Govt Boys Degree College Nowshera Virkan Gujranwala,FA FSc Pre-Engineering FSc Pre-Medical ICS ICom,Public,0*,0*,Gujranwala
Multan Polytechnic Institute Multan,"2656-1 Masoom Shah Road, Multan.",DAE in Civil Technology DAE in Chemical Technology DAE in Electrical Technology DAE in Electronics Technology DAE in Mechanical Technology,Private,2.5*,2*,Multan
Govt Institute of Commerce Arifwala Pakpattan,"Quboola Road, Arifwala",Icom ICs Computer Science FSc Pre Engineering FSc Pre Medical FA,Public,0*,0*,Arifwala
Al-Suffah Girls College,"5-Khayaban-e-Sadiq, Sargodha.",FA Icom FSc Pre Engreening FSc Pre Medical ICs Computer Science,Private,0*,0*,Sargodha
Frontier Education Foundation Degree College Kohat,Old Zanana Hospital Kohat.,FSc Pre Medical FSc Pre Engineering ICS ICom FA,Public,0*,0*,Kohat
"Govt. Institute of Commerce, Phalia, Mandi Baha ud Din","Near Hailan Chowk Gujrat Road , Phalia",Icom Bcom,Private,0*,0*,Phalia
Punjab Group of Colleges Dera Ismail Khan,"Sheikh Yousaf Chowk,Main Bannu Road,Dera Ismail Khan",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,0*,0*,Dera Ismail Khan
"College of Pathologists Pakistan (COPPK), Karachi",Karachi,FA FSc Pre Engineering FSc Pre Medical ICom ICS  Computer Science,Private,0*,0*,Karachi
Frontier Science Academy,"PHASE 4, HAYATABAD K.P.K ",FA ICs Computer Science FSc Pre Medical FSc Pre Engineering,Private,0*,0*,Karachi
"Govt. Institute of Commerce, Mailsi, Vehari",Karor Pecca Miner Road Chungi No 11 Mailsi,ICom,Private,0*,0*,Mailsi
Cromwell Business School CBS Rawalpindi,"147-C, RCC Campus, Marirh Chowck, Murree Road, Saddar, Rawalpindi, -46000",ACCA,Private,0*,0*,Rawalpindi
Paigham College Of Science And Commerce,"B-841 Commercial Market, Opposite Children Park Satellite Town, Rawalpindi.",FSc Pre Medical Fsc Pre Engineering ICom ICS FA,Private,0*,0*,Rawalpindi
Govt Institute of Commerce Wazirabad Gujranwala,Govt Institute of Commerce Wazirabad Gujranwala,Dcom FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS Icom DBA,Public,0*,0*,Gujranwala
Govt Institute of Commerce Fort Abbas Bahawalnagar,Govt Institute of Commerce Fort Abbas Bahawalnagar,Dcom FA ICom ICS,Public,0*,0*,Bahawalnagar
Govt Degree College Boys Raiwind Lahore,Govt Degree College Boys Raiwind Lahore,FA Fsc Pre Medical ICS FSc Pre Engineering ICom,Public,0*,0*,Lahore
Govt Degree College For Women Sargodha,"Govt Degree College For Women Chak No.98/NB, Sargodha",FA FSc Pre Engineering FSc Pre Medical,Public,0*,0*,Sargodha
Govt Degree College for Special Education Bahawalpur,Govt Degree College for Special Education near Civil Hospital Jhangi wala road Bahawalpur,FA,Public,0*,0*,Bahawalpur
The National School & College Sector I-10/1 Islamabad,"The National School & College, House No. 1464-1465, St No.18, Sector I-10/1, Islamabada",FA FSc Pre-Medical FSc Pre-Engineering ICS Icom FA General Science,Private,0*,0*,Islamabad
Alliance Training and Solutions Lahore,"35 D/E Ali Block,New Garden Town,Lahore.",FA ICS ICom FSc Pre Medical FSc Pre Engineering,Private,0*,0*,Lahore
Army Public School and College Badin,Cantonment Road Badin,FA FSc Pre Engineering FSc Pre Medical ICS ICom,Public,0*,0*,Badin
Punjab Group of Colleges Bhimber,"Mirpur Bypass Road, District Bhimber, Azad Kashmir",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,0*,0*,Kashmir
"Quaid-e-Azam College of Commerce, Toba Tek Singh","Mohallah Fazil Dewan, Kamalia, Distt. Toba Take Singh",ICom,Private,0*,0*,Toba Tek Singh
Govt Degree College For Women Jand Attock,Moh danghi chowk attock,FA Fsc Pre-Engineering FSc Pre-Medical FSc General Science ICS,Public,0*,0*,attock
Liaquat College of Management and Sciences Bahadurabad,F-2/1 Sir Ibrahim Haroon Jafar Road Opp. Agha Khan University Hospital.,ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom,Private,0*,0*,Karachi
RITE College Women Abbottabad,Abbottabad,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Abbottabad
Govt College Boys Chunian Kasur,Govt College Boys Chunian Kasur,FA FSc Pre-Engineering FSc Pre-Medical ICS ICom FA General Science,Public,0*,0*,Kasur
Punjab Group of Colleges Kotli,"Bypass Road, Kotli, Azad Kashmir",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering FA General Science ICom,Private,0*,0*,Kashmir
"Allied Group of Institutions, Lahore","104-Garden Block, New Garden Town, Kalma Chowk Lahore.",FA FSc Pre Engineering FSc Pre Medical ICom ICS,Private,3*,3*,Lahore
Govt Degree College For Women Wahndo Gujranwala,Govt Degree College For Women Wahndo Gujranwala,FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Public,0*,0*,Gujrawala
Govt Boys Degree College Athara Hazari Jhang,Govt Boys Degree College Athara Hazari Jhang,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science FA General Science,Public,0*,0*,Jhang
It Alrounders Professional Training Institute Peshawar,"3rd Floor Hamayun Tower Near Warid Office Arbab Road, Stop University Road, Peshawar.",DCom,Private,0*,0*,Peshawar
Reliance College Bahawalpur,Reliance College of Science and Humanities 34-A Satellite Town University Road Bahawalpur,FSc Pre Medical Fsc Pre Engineering FA ICs Computer Science ICom,Private,0*,0*,Bahawalpur
Islamabad Model College for Boys F-10/3 Islamabad,"Islamabad Model College for Boys, F-10/3, Islamabad",FA Fsc Pre-Medical FSc Pre-Engineering FA General Science ICS ICom,Private,2*,2*,Islamabad
Alam College Of Modern Sciences Peshawar,"Ring Road, Peshawar.",FA FA General Science ICs Computer Science FSc Pre Engineering FSc Pre Medical,Private,0*,0*,Peshawar
Stars Group of College Arifwala,Main Qabula Road Near Sabir Hospital Arif Wala,FSc Pre Engineering Fsc Pre Medical FA ICS ICom,Private,0*,0*,Wala
Chinar Degree College Bagh Azad Kashmir,Bagh Azad Kashmir,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,0*,0*,Kashmir
Iqra Huffaz Boys Degree College Karachi,"ST-2/1, Block T North Nazimabad Karachi",FA Icom FSc Pre Engineering FSc Pre Medical,Private,0*,0*,Karachi
Iselect Institute of Technology & Sciences,"Near Qureshi Paterol Pump, Mansehra Road, Supply Abbottabad",DAE Petroleum Technology DAE Electrical Technology DAE Civil Technology FSc Pre Engineering FSc Pre Medical ICs Computer Science FA,Private,0*,0*,Abbottabad
Government Islamia College Badin,Gularchi Road Badin,FA FSc Pre Engineering FSc Pre Medical ICom ICS ,Public,0*,0*,Badin
Integrated Training & Education System,"G.T Road, Rawat, Islamabad",FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS Icom DAE in Civil Engineering DAE in Computer Engineering DAE in Electrical Engineering DAE in Architecture Engineering,Private,0*,0*,Islamabad
Defence Authority Public School,"216, Khyaban-e-Shaheen, Phase-VIII DHA, Karachi",A Level,Private,0*,0*,Karachi
"Govt. Institute of Commerce (W), Mianwali",Near Miana Antha Muslim Bazar Mianwali,ICom,Private,0*,0*,Mianwali
Govt College For Women Behal Bhakkar,Govt College For Women Behal Bhakkar,FA Fsc Pre-Medical FSc Pre-Engineering FA General Science,Public,0*,0*,Bhakkar
Education Development College Rawalpindi,"Britania Resource Center, 86-D, Royal Plaza, 3rd Floor, Office No. 6, 6th Road, Rawalpindi",I.Com ICS FSc Pre Medical FSc Pre Engineering FA,Private,0*,0*,Rawalpindi
Govt Degree College Salarwala Chak Jhumra Faisalabad,Govt Degree College Salarwala Chak Jhumra Faisalabad,FA ICS FSc Pre-Medical FSc Pre-Engineering FA General Science ICom,Public,4*,4*,Faisalabad
"Govt. College of Commerce , Lodhran","Near Bypass Bahawalpur Road, Lodhran",ICom,Private,0*,0*,Lodhran
Govt Degree College Mamash Khel Bannu,Mamash Khel Bannu,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Public,0*,0*,Bannu
Govt Institute of Commerce Kharian Gujrat,"Near Honda Mardan Showroom, Kharian Gujrat",Dcom Icom FA FSc Pre Engineering FSc Pre Medical ICS DBA,Public,0*,0*,Gujrat
Govt Institute of Commerce Pattoki,Govt Institute of Commerce Pattoki,Dcom ICom,Public,0*,0*,Pattoki
Royal Institute Of Education And Management Science Lakki Marwat,"Lakki Rd, Lakki Marwat",FA Fsc Pre Medical FSc Pre Engineering,Private,0*,0*,Marwat
Govt Degree College For Women Mari Sargodha,Govt Degree College For Women Mari Sargodha,FSc Pre Engineering FA General Science ICom FSc Pre Medical FA,Public,0*,0*,Sargodha
Small Bullet Punjab College of Commerce 2-Khayaban-e-Sadiq Sargodha,Small Bullet Punjab College of Commerce 2-Khayaban-e-Sadiq Sargodha,FA FSc Pre-Medical FSc Pre-Engineering ICS Icom,Private,0*,0*,Sargodha
Punjab Group of Colleges Shorkot,"1 Km from Tahsil Chowk,Cantt Road",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,0*,0*,Shorkot
Allegiance College Lahore,"11-J, Gulberg III Lahore.",FSc Pre Medical FSc Pre Engineering ICS Physics ICS Stats ICom FA,Private,0*,0*,Lahore
"PIPS College for Girls, Lahore","21-Huma Block, Iqbal Town, Lahore",FSc Pre Engineering Fsc Pre Medical ICs Computer Science,Private,0*,0*,Lahore
Punjab Group of Colleges Rawlakot,"Near United Hospital Western Bypass Road,Rawlakot",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering FA General Science ICom,Private,0*,0*,Rawalkot
Govt College For Women Gangapur Jaranwala Faisalabad,Govt College For Women Gangapur Jaranwala Faisalabad,FSc Pre-Medical FSc Pre-Engineering ICS FA General Science FA ICom,Public,0*,0*,Faisalabad
City Group of Colleges Gujranwala,"Sialkot Road, Wazirabad, Gujranwala, ",FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,0*,0*,Gujrawala
"Mehran Boys College of Science and Commerce, Karachi","C-116, Near Aisha Manzil Bus Stop Block-6, F.B. Area, Karachi",ICs Computer Science FSc Pre Engineering FSc Pre Medical FA ICom,Private,0*,0*,Karachi
Modern Language School & College Islamabad,"Plot# 3-E, Near I-10 Telephone Exchange,I-10 Markaz Islamabad",FA FSc Pre-Medical FSc Pre-Engineering ICS Icom FA General Science,Private,0*,0*,Islamabad
RITE College Women Peshawar,"Peshawar,Khyber Pakhtunkhwa",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom  ,Private,0*,0*,Pakhtunkhwa
Govt Institute of Commerce Darya Khan Bhakkar,Bhakkar,ICS Computer Science Fsc Pre Engineering ICom FSc Pre Medical FA,Public,0*,0*,Bhakkar
Govt College For Women Sahiwal Sargodha,Govt College For Women Sahiwal Sargodha,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science,Public,0*,0*,Sargodha
Government Degree College Balakot,Balakot,FSc Pre Engineering Fsc Pre Medical FA,Public,0*,0*,Balakot
Govt Degree College Sarai Sidhu Kabirwala Khanewal,Govt Degree College Sarai Sidhu Kabirwala Khanewal,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom FA General Science ,Public,0*,0*,Khanewal
Govt College For Women Mankera Bhakkar,Govt College For Women Mankera Bhakkar,FA FSc Pre-Medical FSc Pre-Engineering ICS FA General Science,Public,0*,0*,Bhakkar
Govt Degree College Basal Jand Attock,Tehsil jand attock,FA ICS FSc Pre-Engineering FSc Pre-Medical FA General Science,Public,0*,0*,attock
Kindergarten Academy Rawalpindi,"Tipu Road,Sir Syed Chowk Rawalpindi",FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,0*,0*,Rawalpindi
Govt Degree College Women Gulshan-e-Ravi Lahore,Govt Degree College Women Gulshan-e-Ravi Lahore,Fsc Pre Engineering FSc Pre Medical ICS ICOM FAFA General Science,Public,0*,0*,Lahore
ILM Group of College Bhakkar Campus,Ilm Group of College Near GHQ hospital bhakkar,FSc Pre Engineering Fsc Pre Medical FA IT ICom ICS Computer Science,Private,0*,0*,bhakkar
