Name,Location,Study Program,Sector,Rating,new_Rating,Cities
Govt Post Graduate College Bhakkar,"Bhakkar-Darya Khan Rd, Mohalla Chah Chimni, Bhakkar, Punjab",FA Fsc Pre Medical FSc Pre Engineering FA General Science ICs Computer Science,Public,1.25*,1*,Bhakkar
Forward Degree College,"Phase 2, H-3, Hayatabad Abad, Peshawar",FSc Pre Engineering Fsc Pre Medical FSc Computer Science FA,Private,5*,5*,Peshawar
College of Tourism and Hotel Management COTHM Sheikhupura,"14-B Tufail Shaheed Road, Opposite Gulzar-e-Ayesha Park,Civil Lines, Sheikhupura",Intermediate in Hotel Operations (PBTE) Intermediate in Culinary Arts (PBTE),Private,0*,0*,Sheikhupura
"Meritorious Science College, Karachi","Block II, P.E.C.H.S",FSc Pre Engineering Fsc Pre Medical ICom A Level,Private,0*,0*,Karachi
Concordia Colleges Gujranwala,"67/Ext -R Lohiawala Canal Bridge, Main G.T Road, Gujranwala",FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,5*,5*,Gujrawala
"F.G. College of Commerce, Islamabad","H-8/4, Islamabad",Icom FA ICs Computer Science FSc Pre Engineering FSc Pre Medical,Private,0*,0*,Islamabad
Pakistan Institute of Public Finance Accountants Islamabad,"SKANS School of Accountancy Firdous Plaza, F-8 Markaz",ICMAP CIMA ACCA ICS&MICSP CIP FA IIA,Private,0*,0*,Islamabad
"Beachwood College of Physiotherapy, Hyderabad","New Citizen Town, Qasimabad, Hyderabad",FA Fsc Pre Engineering ICom ICS Computer Science FSc Pre Medical,Private,4*,4*,Hyderabad
Westminster School And College Islamabad,"12 Margalla Road, F-8/3 Islamabad",A Level,Private,4*,4*,Islamabad
Sakims College Multan,"Bahadar Pur, Near B.Z University, Bosan Road, Multan",FSc Pre-Medical Fsc Pre-Engineering DAE,Private,3*,3*,Multan
"Jauhar Degree College, Karachi","C-8, Block-14,Gulistan-e-Jauhar, Karachi",ICs Computer Science FSc Pre Engineering FSc Pre Medical FA ICom,Private,2*,2*,Karachi
St Marys College Rawalpindi,"8 Mazhar Qayyum Road, Lalazar Rawalpindi 46000 ",FSc Pre-Medical Fsc Pre-Engineering ICS ICom A Level,Private,0*,0*,Rawalpindi
Capital Degree College Peshawar,"Near Bank Alfalah, Arbab Road Stop, University Road Peshawar.",FSc Pre Medical FSc Pre Engineering DCom ICs Computer Science,Private,0*,0*,Peshawar
Superior Group of Colleges Bahawalnagar,"Near Shell Petrol Pump, Haroonabad Road, Bahawalnagar",FSc Pre Engineering Fsc Pre Medical ICom ICS FA,Private,0*,0*,Bahawalnagar
Unique Institute of Technology (UIT) Lahore,107-A Muslim Town Lahore,FSc Pre Medical FSc Pre Engineering ICS ICom FA,Private,0*,0*,Lahore
SKANS School of Accountancy Sialkot,"Commissioner Road opp Allama Iqbal Hospital, Sialkot",CIMA Icom,Private,0*,0*,Sialkot
ANSI College of Engineering Technology & Sciences,Nowshera Road Mardan,FSc Pre Medical Fsc Pre Engineering FA ICs Computer Science ICom,Private,3*,3*,Mardan
Divisional Model College Faisalabad,"Commissioner Office Road, New Civil Lines, Faislabad",FSc Pre Engineering Fsc Pre Medical FA ICS ICom,Public,0*,0*,Faisalabad
The City College Lahore,"63-C-III, Gulberg III, Near Firdous Market Lahore, .",FSc Pre Medical Fsc Pre Engineering FA General Science ICS ICOM,Private,0*,0*,Lahore
Govt Islamia Degree College For Women Hafizabad,Govt Islamia Degree College For Women Hafizabad,FA Icom FSc Pre Engineering FSc Pre Medical ICS Computer Science FA General Science,Public,0*,0*,Hafizabad
Govt Taleem ul Islam College Chenab Nagar Rabwah District Chiniot,Govt Taleem-ul-Islam College Chenab Nagar Rabwah District Chiniot,FA FSc Pre Engineering FSc Pre Medical FA General Science ICS Computer Science ICom,Public,0*,0*,Chiniot
Leadership Colleges Network Multan,"Oppsite Sabzazar Colony, Main Bosan Road, Multan",FA Icom FSc Pre Engineering FSc Pre Medical ICs Computer Science,Private,0*,0*,Multan
Army Public School Faisal,"Block B, SMCHS Karachi",FSc Pre Engineering Fsc Pre Medical ICs Computer Science ICom FA,Private,3*,3*,Karachi
Mansoorah Degree College Lahore,"Mansoorah Degree College, Wahdat Road, Lahore",FA Fsc Pre Medical FSc Pre Engineering ICS I.Com,Private,5*,5*,Lahore
Punjab Group of Colleges Pattoki,"Mallanwala Chowk Bypass, Main Multan Road Pattoki",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,3*,3*,Pattoki
Pakistan Institute of Public Finance Accountants Lahore,"42, Civic Centre, Barkat Market, New Garden Town",ICS I.com,Private,0*,0*,Lahore
ILM College Gujranwala,"Sheesh Mahal Building, Model Town A Near Small Industries Estate No 1",FA FSc Pre Engineering FSc Pre Medical ICom ICS  Computer Science,Private,5*,5*,Gujrawala
Govt Islamia College Chiniot,Chiniot,FA FSc Pre Engineering FSc Pre Medical ICS Computer Science ICom FA General Science ,Public,0.5*,0*,Chiniot
Govt College for Women Peshawar Road Rawalpindi,Peshawar Road Rawalpindi,FA I.Com ICS FSc Pre Medical FSc Pre Engineering,Private,2*,2*,Rawalpindi
College of Tourism and Hotel Management COTHM Sahiwal,"925-B Farid Town, Sahiwal",Intermediate in Hotel Operations (PBTE) Intermediate in Culinary Arts (PBTE),Private,0*,0*,Sahiwal
Govt Post Graduate College Bannu,Govt Post Graduate College Bannu,FA FSc Pre Engineering FSc Pre Medical,Public,0*,0*,Bannu
Govt Hashmat Ali Islamia Degree College Rawalpindi,Govt Hashmat Ali Islamia Degree College Rawalpindi,ICS I.Com FA FSc Pre Engineering FSc Pre Medical,Public,4.25*,4*,Rawalpindi
Al-Sayed Academy,49 Albak Block Barket Market near NBP Lhr,I.Com,Private,1*,1*,Lahore
Leads Group of Colleges Lahore,"5-Tipu Block, New Garden Town, Near Kalma Chowk Lahore",FSC in Pre-Medical FSc Pre Engineering ICom ICS FA Arts,Private,0*,0*,Lahore
Govt Post Graduate College Jaranwala Faisalabad,Faisalabad Road Jaranwala,FA Fsc Pre-Engineering FSc Pre-Medical FA General Science ICom ICS,Public,4.75*,5*,Jaranwala
Govt Vocational Training Institute (W) Sargodha,"Block No. 13, Sargodha",FA FSc Pre-Engineering FSc Pre-Medical ICS ICom,Private,0*,0*,Sargodha
Punjab Group of Colleges Kharian,"Bismillah Chowk, G.T Road, Kharian",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering FA General Science ICom,Private,4*,4*,Kharian
Govt Degree College For Women Model Town Dera Ghazi Khan,Govt Degree College For Women Model Town Dera Ghazi Khan,FA FSc Pre-Medical FSc Pre-Engineering ICS FA General Science,Public,0*,0*,Dera Ghazi Khan 
Islamia Girls College Quetta,"Abdul Sattar Rd, Liaquat Bazar, Baldia Town, Quetta, Balochistan",FA Fsc Pre Eng Fsc Pre Medical ICS FSc,Public,5*,5*,Quetta
Bilqees Postgraduate College For Women,Rawalpindi,FSc General Science FA,Private,0*,0*,Rawalpindi
Wise College for Girls Lahore,"48-Main Gulberg, Lahore",Icom Fsc Pre Engineering FSc Pre Medical ICS FA,Private,5*,5*,Lahore
College of Tourism & Hotel Management COTHM Okara,"22-1, Dar ul Hassan Town, Off Akbar Road, Okara",Intermediate in Hotel Operations (PBTE) Intermediate in Culinary Arts (PBTE),Private,0*,0*,Okara
Punjab Group of Colleges Toba Tek Singh,"Rajiana Road, Opposite Shalimar Town Toba Tek Singh",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering FA General Science ICom,Private,4*,4*,Toba Tek Singh
KPSI Cadet School & College System Lahore,"19-Km, Ferozepur Road, Lahore, ",FSc Pre Engineering FSc Pre Medical ICs Computer Sciences ICOM FA,Private,0*,0*,Lahore
Punjab Group of Colleges Jhang,Satellite Town Gojra Road Jhang,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,4*,4*,Jhang
Zain College Bhakkar,Darya Khan Road Near Bata Store Bhakkar,FSc Pre Engineering Fsc Pre Medical FA ICs Computer Science,Private,1.25*,1*,Bhakkar
"Institute of Textile Technology & Management, Karachi","Plot # H-18, Near S.I.T.E. Stadium, Karahi",DAE in Associate Engineering,Private,0*,0*,Karachi
Superior Group of Colleges Toba Tek Singh,"Main Rajana Road, Barianwala Near S. A Marriage Hall, Toba Tek Singh",FSc Pre Medical Fsc Pre Engineering ICs Computer Science ICom FA,Private,5*,5*,Toba Tek Singh
DHA Degree College for Men Karachi,"Kh-e-Rahat, Phase VI, DHA, Karachi",Icom Fsc Pre Engineering FSc Pre Medical FSc Science,Private,4*,4*,Karachi
Fazal E Haq College Mardan,Fazal e Haq College Mardan,FSc Pre Engineering Fsc Pre Medical ICs Computer Science ICom FA,Private,5*,5*,Mardan
"Kips Academy Head Office Johar Town, Lahore","30-A, Johar Town, Lahore",FSC ICOM ICS FA,Private,4*,4*,Lahore
Peak Solutions,"Zarrar Shaheed Rd, Lahore 54000, ",FSc Pre Engineering FSc Pre Medical FA ICS I.Com,Private,3*,3*,Lahore
Dr A Q Khan School System and College Islamabad,"G-13/4, Main Kashmir Highway, East Service Road, Islamabad.",FSc Pre Medical Fsc Pre Engineering ICs Computer Science ICom,Private,0*,0*,Islamabad
Institute of Soil & Environmental Sciences,"Institute of Soil and Environmental Sciences, UAF",FSc Pre Agriculture,Private,0*,0*,Faisalabad
Altus College of Commerce Science & Technology Lahore,56 Lawerence Road Lahore (Near Board's Examination Centre),Icom ICS FA FSc Pre Medical FSc Pre Engineering,Private,5*,5*,Lahore
Ghazali Institute of Medical Science,New Arab Colony Abdara Chowk University Road Peshawar,FSc Pre Medical Fsc Pre Engineering,Private,0*,0*,Peshawar
ICMC Group of Colleges Islamabad,"16-Nazim-ud-Din Road, F-7/1, Islamabad",FA Fsc Pre Engineering FSc Pre-Medical FA General Science ICS ICom,Private,0*,0*,Islamabad
"Pakturk International School & Colleges, Girls Section, Islamabad","625, Sawan Road, G-10/2,Islamabad",FSc Pre Engineering ICs Computer Science FSc Pre Medical ICom FA General Science FA,Private,0*,0*,Islamabad
Pakistan Institute Of Community Ophthalmology Hayatabad Medical Complex Peshawar,"Post Box 125, GPO Peshawar ",FSc Ophthalmic Technician,Private,0*,0*,Peshawar
Peshawar City Institute of Modern Sciences (PIMS) Peshawar,"Near Gulbahar Police Station Nishtarabad G.T Road, Peshawar",Dcom DBA DIT,Private,0*,0*,Peshawar
Rawal Cadet College Rawalpindi,"Rawal Cadet College, Gulrez-II Rawalpindi",FSc Pre Engineering Fsc Pre Medical  Icom FA ICS Computer Science ,Private,0*,0*,Rawalpindi
Superior Group of Colleges Sheikhupura,"Opposite Frabi College of Commerce Saim Pull Stop, Lahore Shekhupura Road",Fsc Pre Engineering FSc Pre Medical ICS ICOM FA,Private,4*,4*,Sheikhupura
Pakistan Institute of Public Finance Accountants Karachi,"M1-M2, Mezzanine Floor, Park Avenue, 24-A, Block 6, PECHS, Shahra-e-Faisal, Karachi.",ACCA CMA CIMA,Private,0*,0*,Karachi
"Pakistan Education Foundation College (PEF), Karachi","12-K Block-6, PECHS., Karachi - ",FSc Pre Medical Fsc Pre Egineering ICS Computer Science ICom,Private,0*,0*,Karachi
Pak Turk International School and College Islamabad,"Pak Turk International School & College, 3-Park Road, Near Tarlai (F.A), Islamabad",FA FSc Pre Engineering FSc Pre Medical ICS IComA Level,Private,0*,0*,Islamabad
Govt Degree College for Boys Shalimar Town China Scheme Lahore,Shalimar Town China Scheme (Gujjar Pura Scheme) Lahore,FA General Science ICom FSc Pre Medical FSc Pre Engineering ICS,Private,0*,0*,Lahore
The Muslim Education System Abbottabad,Mandian Chowk Abbottabad,FA Icom ICs Computer Science FSc Pre Medical FSc Pre Engineering DCom DBA,Private,0*,0*,Abbottabad
Govt Degree College for Women Dhoke Kala Khan Rawalpindi,Dhoke Kala Khan Rawalpindi,FSc Pre Medical Fsc Pre Engineering I.Com ICS FA,Public,0*,0*,Rawalpindi
Acute Business College Sahiwal,"913-D Fareed Town, Sahiwal",ACCA CIMA FIA,Private,0*,0*,Sahiwal
Punjab College of Informatics Islamabad,Punjab College of Informatics Islamabad,FA ICS ICom FSc Pre Engineering FSc Pre Medical,Private,4*,4*,Islamabad
School of Business and Management Islamabad,"3rd Floor, Al Rehman Chambers, Blue Area, Islamabad",ACCA CMA CIMA,Private,0*,0*,Islamabad
"Dewa Academy, Karachi","ST-9, Block-3, Gulshan-e-Iqbal, Karachi",FA ICs Computer Science FSc Pre Engineering FSc Pre Medical,Private,0*,0*,Karachi
Govt Post Graduate College Bahawalnagar,Govt Post Graduate College Bahawalnagar,FA General Science Fsc Pre Engineering FSc Pre Medical ICF A  ICom,Public,5*,5*,Bahawalnagar
Faran Model College Jhang,"Satelite town, Jhang",FA ICs Computer Science FSc Pre Engineering FSc Pre Medical ICom,Public,4*,4*,Jhang
Center for Professional Excellence CPE Rawalpindi,"D-146, Near Midway Centrum, 6th Road, Satellite Town, Rawalpindi.",ACCA CIMA CFA,Private,0*,0*,Rawalpindi
Punjab Group of Colleges Samundri,Main Faisalabad - Samundari Road near Teen Pullian Stop Samundri,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,5*,5*,Samundri
Punjab Group of Colleges Burewala,Nehar Wala Bangla Azeemabad Burewala,FAFSc Pre Engineering ICom FSc Pre Medical FA General Science ICS Computer Science,Private,4*,4*,Burewala
Punjab Group of Colleges Jauharabad,"Mianwali Road, Jauharabad",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,4*,4*,Jauharabad
Punjab Group of Colleges Bhakkar,Darya Khan Road Bhakkar,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering FA General Science ICom,Private,5*,5*,Bhakkar
Viqar-un-Nisa Noon Girls Higher Secondary Institute Rawalpindi,Jehangir Road Rawalpindi,FA ICOM FSc Pre Medical ICS,Private,0*,0*,Rawalpindi
Govt Polytechnic Institute (W) Bahawalpur,Opposite Patrol Pump Outside Farid Gate Near G.P.O Bahawalpur,FA FSc Pre Engineering FSc Pre Medical ICS ICom,Private,0*,0*,Bahawalpur
Kips Academy Dera Ghazi (DG) Khan,"27-31, Block 1, Bank Road, Dera Ghazi Khan",FA FSc Pre Engineering FSc Pre Medical FA General Science ICS Computer Science ICom,Private,0*,0*,Dera Ghazi Khan 
Margila Cadet College Islamabad,"Office No 10, 2nd floor Sharja center, G-10 markaz Islamabad",FA FSc Pre-Engineering FSc Pre-Medical FA General Science ICS ICom,Private,0*,0*,Islamabad
Kips College Karachi,"Zohra Plaza, Opp. Urdu Science College Gulshan-E-Iqbal University Road, Karachi",FA ICs Computer Science FSc Pre Medical FSc Pre Engineering FSc General Science,Private,3.75*,4*,Karachi
Govt College For Women Bund Road Lahore,"Bund Road, Lahore",FA Fsc General Science FSc Pre Medical FSc Pre Engineering ICS I.Com,Public,5*,5*,Lahore
Punjab Group of Colleges Sadiqabad,"Manthar Road, Sadiqabad",FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,5*,5*,Sadiqabad
Dr. A.Q Khan School and College Islamabad,"Dr. A.Q Khan School/College, Safari Villas High Court Road, Zone No.5, Islamabad",ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,0*,0*,Islamabad
RIGTEC International School of Drilling Technology Rawalpindi,"20 B, Satellite Town, Rawalpindi",ICs Computer Science FA,Private,0*,0*,Rawalpindi
NISA Girls College Kharian,"G.T. Road, Kharian",FSc Pre Engineering FSc Pre Medical ICS IComa FA,Private,0*,0*,Kharian
"ICMC Group of Colleges (For Girls), Rawalpindi","CB-265, Lane # 6, Quaid-e-Azam Colony, Dhamial Camp, Rawalpindi",FA Icom ICs Computer Science Fsc Pre Medical FSc Pre Engineering,Private,0*,0*,Rawalpindi
"ASF College, Karachi",ASF College Opposite Airports Security Force Headquarters Old Area Airport Karachi,FSc Pre Medical Fsc Pre Engineering ICs Computer Science ICom FA,Private,0*,0*,Karachi
Govt. College Jhang,"Govt. College, Jhang",ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA,Private,0*,0*,Jhang
Army Public School and College Abbottabad Cantt,"Army Public School and College, PMA Kakul, Abbottabad Cantt",FSc Pre Engineering Fsc Pre Medical ICs Computer Science,Private,0*,0*,Abbottabad
Public School Sukkur,"Military Road, Sukkur",FSc Pre Medical Fsc Pre Engineering ICom,Private,5*,5*,Sukkur
Superior Group of Colleges Sahiwal,"Nazim Town, Main GT Road Multan, Near Wapda Grid Station Sahiwal",FA FSc Pre Engineering FSc Pre Medical FA General Science ICS Computer Science ICom,Private,0*,0*,Sahiwal
Govt Post Graduate College Jauharabad Khushab,Govt Post Graduate College Jauharabad Khushab,FA FSc Pre Engineering FSc Pre Medical FA General Science ICS Computer Science,Public,0*,0*,Khushab
Dr. A.Q. Khan Institute of Computer Science and IT Rawalpindi,"P.O.Box 502, Sumbal Gah Kahuta - 47320, Distt. Rawalpindi, ",DAE Chemical Technology DAE Civil Technology DAE Electrical Technology DAE Electronics Technology DAE Information Technology DAE Mechanical Technology DAE Metallurgical ,Private,0*,0*,Rawalpindi
Govt Degree College For Women Attock,Govt Degree College For Women Attock,FA FSc Pre-Engineering FSc Pre-MedicaI ICS Computer Science,Public,0*,0*,Attock
Wahaj Hussain s Karachi,"Gulshan II, Karachi",FA General Science A level,Private,0*,0*,Karachi
The Peace Group Of Schools & Colleges Nowshera,GT Raod Campus Hakimabad Nowshera,FSc Pre Medical Fsc Pre Engineering,Private,5*,5*,Nowshera
Faran Institute of Technology Gujranwala,Ahmad Plaza Chowk Khayali Bypass Gujranwala,DAE in Civil Engineering DAE in Electrical Engineering DAE in Electronics Engineering DAE in Mechanical Engineering DAE in Solar Energy DAE in Saftey Inspecter,Private,0*,0*,Gujrawala
Kings' College of Management & Commerce Lahore,"104-105 Garden Block, New Garden Town Kalma Chowk, Lahore",FA FSc General Science ICOM ICS,Private,0*,0*,Lahore
Govt College for Women Chakwal,Chakwal,ICS Computer Science FA FSc Pre Engineering FSc Pre Medical FA General Science,Public,0*,0*,Chakwal
Punjab Group of Colleges Mianwali,PAF Road near Custom House Mianwali,FA ICS Computer Science FSc Pre Medical FSc Pre Engineering ICom FA General Science,Private,4*,4*,Mianwali
Acute Business College Faisalabad,"9-A Peoples Colony One, Faisalabad",Dcom DBA,Private,3.5*,4*,Faisalabad
Institute of Tourism & Hotel Management Faisalabad,"29-A Officers Colony No. 1, Madina Town, Faisalabad",Intermediate in Tourism & Hospitality Management Intermediate in Tourism & Culinary Arts,Private,5*,5*,Faisalabad
Rise Group of Colleges Boys Multan,"Pir khursheed colony, opposite city hospital multan",Icom Fsc Pre-Engineering FSc Pre-Medical ICS FA,Private,0*,0*,multan
Fazaia Degree College Arf Kamra Attock,Fazaia Degree College Arf Kamra Attock,FA FSc Pre-Engineering FSc Pre-Medical FA General Science,Public,5*,5*,Attock
Fazaia Inter College Chaklala Rawalpindi Cantt,"Fazaia Inter College, Chaklala, Rawalpindi Cantt",FSc General Science Fsc Pre Medical FSc Pre Engineering FA I.Com ICS,Private,3*,3*,Rawalpindi
Commecs College Karachi,"ST-9, Block 13, Gulistan-e-Jauhar, Karachi",FSc Pre Engineering Fsc Pre Medical ICom ICs Computer Science,Private,5*,5*,Karachi
Govt Vocational Training Institute (W) Shahpur Sadar District Sargodha,"Mohalla Chup Shah Near TMO Shahpur Sadar, District Sargodha",FA FSc Pre-Engineering FSc Pre-Medical ICS ICom,Private,0*,0*,Sargodha
